tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
9606,Homo sapiens,594,0,live,BCKDHB,"RP1-279A18.1, E1B, dJ279A18.1","branched chain keto acid dehydrogenase E1, beta polypeptide","2-oxoisovalerate dehydrogenase beta subunit|2-oxoisovalerate dehydrogenase subunit beta, mitochondrial|BCKDE1B|BCKDH E1-beta|E1b-beta subunit of the branched-chain complex|branched chain alpha-ketoacid dehydrogenase E1-beta subunit|branched-chain alpha-keto acid dehydrogenase E1 component beta chain",6q14.1,6,NC_000006.12,80106627,80346270,plus,11,248611
9606,Homo sapiens,622,0,live,BDH1,"BDH, SDR9C1","3-hydroxybutyrate dehydrogenase, type 1","(R)-3-hydroxybutyrate dehydrogenase|3-hydroxybutyrate dehydrogenase (heart, mitochondrial)|D-beta-hydroxybutyrate dehydrogenase, mitochondrial|short chain dehydrogenase/reductase family 9C, member 1",3q29,3,NC_000003.12,197509783,197573323,minus,11,603063
9606,Homo sapiens,635,0,live,BHMT,"BHMT1, HEL-S-61p",betaine--homocysteine S-methyltransferase,betaine--homocysteine S-methyltransferase 1|epididymis secretory sperm binding protein Li 61p,5q14.1,5,NC_000005.10,79111781,79132290,plus,8,602888
9606,Homo sapiens,644,0,live,BLVRA,"BLVR, BVR, BVRA",biliverdin reductase A,BVR A|biliverdin-IX alpha-reductase,7p13,7,NC_000007.14,43758673,43807342,plus,9,109750
9606,Homo sapiens,645,0,live,BLVRB,"BVRB, FLR, HEL-S-10, SDR43U1",biliverdin reductase B (flavin reductase (NADPH)),"BVR-B|FR|GHBP|NADPH-dependent diaphorase|NADPH-flavin reductase|biliverdin-IX beta-reductase|epididymis secretory protein Li 10|flavin reductase (NADPH)|green heme-binding protein|short chain dehydrogenase/reductase family 43U, member 1",19q13.1-q13.2,19,NC_000019.10,40447784,40465818,minus,5,600941
9606,Homo sapiens,669,0,live,BPGM,DPGM,"2,3-bisphosphoglycerate mutase","2,3-bisphosphoglycerate mutase, erythrocyte|2,3-bisphosphoglycerate synthase|2,3-diphosphoglycerate mutase|BPG-dependent PGAM|bisphosphoglycerate mutase|erythrocyte 2,3-bisphosphoglycerate mutase",7q33,7,NC_000007.14,134646779,134679816,plus,5,613896
9606,Homo sapiens,686,0,live,BTD,,biotinidase,biotinase,3p25,3,NC_000003.12,15601352,15647640,plus,9,609019
9606,Homo sapiens,755,0,live,C21orf2,"LRRC76, YF5/A2",chromosome 21 open reading frame 2,leucine rich repeat containing 76|nuclear encoded mitochondrial protein C21orf2,21q22.3,21,NC_000021.9,44328944,44339402,minus,9,603191
9606,Homo sapiens,759,0,live,CA1,"CA-I, CAB, Car1, HEL-S-11",carbonic anhydrase I,carbonate dehydratase I|carbonic anhydrase 1|carbonic anhydrase B|epididymis secretory protein Li 11,8q21.2,8,NC_000008.11,85328229,85378113,minus,11,114800
9606,Homo sapiens,760,0,live,CA2,"CA-II, CAC, CAII, Car2, HEL-76",carbonic anhydrase II,carbonate dehydratase II|carbonic anhydrase 2|carbonic anhydrase B|carbonic anhydrase C|carbonic dehydratase|epididymis luminal protein 76,8q22,8,NC_000008.11,85463902,85481492,plus,7,611492
9606,Homo sapiens,761,0,live,CA3,"CAIII, Car3","carbonic anhydrase III, muscle specific",CA-III|HEL-S-167mP|carbonate dehydratase III|carbonic anhydrase 3|epididymis secretory sperm binding protein Li 167mP,8q21.2,8,NC_000008.11,85438827,85449040,plus,7,114750
9606,Homo sapiens,762,0,live,CA4,"CAIV, Car4, RP17",carbonic anhydrase IV,CA-IV|carbonate dehydratase IV|carbonic anhydrase 4|carbonic dehydratase IV,17q23,17,NC_000017.11,60149941,60159546,plus,8,114760
9606,Homo sapiens,763,0,live,CA5A,"CA5D, CAV, CAVA, CA5A","carbonic anhydrase VA, mitochondrial","CA-VA|carbonate dehydratase VA|carbonic anhydrase 5A, mitochondrial|carbonic anhydrase V, mitochondrial|carbonic dehydratase",16q24.3,16,NC_000016.10,87888019,87936569,minus,8,114761
9606,Homo sapiens,765,0,live,CA6,"RP3-477M7.7, CA-VI, GUSTIN",carbonic anhydrase VI,carbonate dehydratase VI|carbonic anhydrase 6|salivary carbonic anhydrase|secreted carbonic anhydrase,1p36.2,1,NC_000001.11,8945834,8975092,plus,9,114780
9606,Homo sapiens,766,0,live,CA7,CAVII,carbonic anhydrase VII,CA-VII|carbonate dehydratase VII|carbonic anhydrase 7|carbonic dehydratase VII,16q22.1,16,NC_000016.10,66844379,66854149,plus,8,114770
9606,Homo sapiens,767,0,live,CA8,"CA-VIII, CALS, CAMRQ3, CARP",carbonic anhydrase VIII,CA-related protein|carbonate dehydratase|carbonic anhydrase-like sequence|carbonic anhydrase-related protein,8q12.1,8,NC_000008.11,60188864,60281395,minus,9,114815
9606,Homo sapiens,768,0,live,CA9,"CAIX, MN",carbonic anhydrase IX,CA-IX|P54/58N|RCC-associated antigen G250|RCC-associated protein G250|carbonate dehydratase IX|carbonic anhydrase 9|carbonic dehydratase|membrane antigen MN|pMW1|renal cell carcinoma-associated antigen G250,9p13.3,9,NC_000009.12,35673918,35681159,plus,10,603179
9606,Homo sapiens,771,0,live,CA12,"CAXII, HsT18816",carbonic anhydrase XII,CA-XII|carbonate dehydratase XII|carbonic anhydrase 12|carbonic dehydratase|tumor antigen HOM-RCC-3.1.3,15q22,15,NC_000015.10,63323531,63381876,minus,11,603263
9606,Homo sapiens,788,0,live,SLC25A20,"CAC, CACT","solute carrier family 25 (carnitine/acylcarnitine translocase), member 20",mitochondrial carnitine/acylcarnitine carrier protein,3p21.31,3,NC_000003.12,48856923,48898993,minus,9,613698
9606,Homo sapiens,790,0,live,CAD,,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",CAD protein|CAD trifunctional protein|multifunctional protein CAD,2p22-p21,2,NC_000002.12,27217390,27243792,plus,45,114010
9606,Homo sapiens,847,0,live,CAT,,catalase,,11p13,11,NC_000011.10,34438925,34472060,plus,13,115500
9606,Homo sapiens,873,0,live,CBR1,"CBR, SDR21C1, hCBR1",carbonyl reductase 1,"15-hydroxyprostaglandin dehydrogenase|NADPH-dependent carbonyl reductase 1|carbonyl reductase (NADPH) 1|carbonyl reductase [NADPH] 1|prostaglandin 9-ketoreductase|prostaglandin-E(2) 9-reductase|short chain dehydrogenase/reductase family 21C, member 1",21q22.13,21,NC_000021.9,36069924,36073177,plus,3,114830
9606,Homo sapiens,874,0,live,CBR3,"HEL-S-25, SDR21C2, hCBR3",carbonyl reductase 3,"NADPH-dependent carbonyl reductase 3|carbonyl reductase (NADPH) 3|carbonyl reductase [NADPH] 3|epididymis secretory protein Li 25|short chain dehydrogenase/reductase family 21C, member 2",21q22.2,21,NC_000021.9,36134965,36146562,plus,3,603608
9606,Homo sapiens,875,0,live,CBS,HIP4,cystathionine-beta-synthase,beta-thionase|cystathionine beta-synthase|methylcysteine synthase|serine sulfhydrase,21q22.3,21,NC_000021.9,43053191,43076362,minus,19,613381
9606,Homo sapiens,883,0,live,CCBL1,"RP11-545E17.6, GTK, KAT1, KATI","cysteine conjugate-beta lyase, cytoplasmic","beta-lysase, kidney|cysteine conjugate-beta lyase; cytoplasmic (glutamine transaminase K, kyneurenine aminotransferase)|cysteine-S-conjugate beta-lyase|glutamine transaminase K|glutamine--phenylpyruvate transaminase|glutamine-phenylpyruvate aminotransferase|kyneurenine aminotransferase|kynurenine aminotransferase I|kynurenine--oxoglutarate transaminase 1|kynurenine--oxoglutarate transaminase I",9q34.11,9,NC_000009.12,128832942,128882075,minus,15,600547
9606,Homo sapiens,952,0,live,CD38,"ADPRC 1, T10",CD38 molecule,2'-phospho-ADP-ribosyl cyclase|2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase|2'-phospho-cyclic-ADP-ribose transferase|ADP-ribosyl cyclase 1|ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase|ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1|CD38 antigen (p45)|NAD(+) nucleosidase|cADPr hydrolase 1|cyclic ADP-ribose hydrolase 1,4p15,4,NC_000004.12,15778298,15849083,plus,8,107270
9606,Homo sapiens,953,0,live,ENTPD1,"ATPDase, CD39, NTPDase-1, SPG64",ectonucleoside triphosphate diphosphohydrolase 1,CD39 antigen|NTPDase 1|ecto-ATP diphosphohydrolase 1|ecto-ATPDase 1|ecto-ATPase 1|ecto-apyrase|lymphoid cell activation antigen,10q24,10,NC_000010.11,95711779,95877266,plus,12,601752
9606,Homo sapiens,954,0,live,ENTPD2,"RP11-229P13.11-001, CD39L1, NTPDase-2",ectonucleoside triphosphate diphosphohydrolase 2,CD39 antigen-like 1|NTPDase 2|ecto-ATP diphosphohydrolase 2|ecto-ATPDase 2|ecto-ATPase 2,9q34,9,NC_000009.12,137048098,137054051,minus,9,602012
9606,Homo sapiens,955,0,live,ENTPD6,"RP4-738P15.5, CD39L2, IL-6SAG, IL6ST2, NTPDase-6, dJ738P15.3",ectonucleoside triphosphate diphosphohydrolase 6 (putative),CD39 antigen-like 2|CD39-like 2|HCV-E2 binding protein 1|NTPDase 6|ectonucleoside triphosphate diphosphohydrolase 6|ectonucleoside triphosphate diphosphohydrolase 6 (putative function)|interleukin 6 signal transducer-2,20p11.21,20,NC_000020.11,25195691,25226729,plus,17,603160
9606,Homo sapiens,956,0,live,ENTPD3,"CD39L3, HB6, NTPDase-3",ectonucleoside triphosphate diphosphohydrolase 3,CD39 antigen-like 3|NTPDase 3|ecto-ATP diphosphohydrolase 3|ecto-ATPDase 3|ecto-ATPase 3|ecto-apyrase 3,3p21.3,3,NC_000003.12,40387156,40428619,plus,13,603161
9606,Homo sapiens,957,0,live,ENTPD5,"CD39L4, NTPDase-5, PCPH",ectonucleoside triphosphate diphosphohydrolase 5,CD39 antigen-like 4|CD39-like 4|ER-UDPase|GDPase ENTPD5|NTPDase 5|Pcph proto-oncogene protein|UDPase ENTPD5|guanosine-diphosphatase ENTPD5|nucleoside diphosphatase|proto-oncogene CPH|uridine-diphosphatase ENTPD5,14q24,14,NC_000014.9,73959522,74019326,minus,20,603162
9606,Homo sapiens,978,0,live,CDA,CDD,cytidine deaminase,cytidine aminohydrolase|cytosine nucleoside deaminase|small cytidine deaminase,1p36.2-p35,1,NC_000001.11,20588951,20618908,plus,4,123920
9606,Homo sapiens,1036,0,live,CDO1,,cysteine dioxygenase type 1,"CDO|CDO-I|cysteine dioxygenase, type I",5q23.2,5,NC_000005.10,115804733,115816954,minus,6,603943
9606,Homo sapiens,1040,0,live,CDS1,CDS,CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1,CDP-DAG synthase 1|CDP-DG synthase 1|CDP-DG synthetase 1|CDP-diacylglycerol synthase 1|CDP-diglyceride pyrophosphorylase 1|CDP-diglyceride synthase 1|CDP-diglyceride synthetase 1|CDS 1|CTP:phosphatidate cytidylyltransferase 1|phosphatidate cytidylyltransferase 1,4q21.23,4,NC_000004.12,84582904,84651340,plus,13,603548
9606,Homo sapiens,1103,0,live,CHAT,"CHOACTASE, CMS1A, CMS1A2",choline O-acetyltransferase,acetyl CoA:choline O-acetyltransferase|choline acetylase,10q11.2,10,NC_000010.11,49609095,49665104,plus,18,118490
9606,Homo sapiens,1109,0,live,AKR1C4,"3-alpha-HSD, C11, CDR, CHDR, DD-4, DD4, HAKRA","aldo-keto reductase family 1, member C4","3-alpha-HSD1|aldo-keto reductase family 1 member C4|chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4|dihydrodiol dehydrogenase isozyme DD4|type I 3-alpha-hydroxysteroid dehydrogenase",10p15.1,10,NC_000010.11,5196835,5218947,plus,9,600451
9606,Homo sapiens,1118,0,live,CHIT1,"CHI3, CHIT, CHITD",chitinase 1 (chitotriosidase),chitotriosidase-1|plasma methylumbelliferyl tetra-N-acetylchitotetraoside hydrolase,1q32.1,1,NC_000001.11,203216079,203229732,minus,13,600031
9606,Homo sapiens,1119,0,live,CHKA,"CHK, CK, CKI, EK",choline kinase alpha,CHETK-alpha|ethanolamine kinase,11q13.2,11,NC_000011.10,68052859,68121391,minus,14,118491
9606,Homo sapiens,1120,0,live,CHKB,"CHETK, CHKL, CK, CKB, CKEKB, EK, EKB, MDCMC",choline kinase beta,choline kinase-like protein|choline/ethanolamine kinase|ethanolamine kinase beta,22q13.33,22,NC_000022.11,50578958,50582999,minus,11,612395
9606,Homo sapiens,1152,0,live,CKB,"B-CK, BCKB, HEL-211, HEL-S-29, CKB","creatine kinase, brain",creatine kinase B chain|creatine kinase B-type|creatine kinase-B|epididymis luminal protein 211|epididymis secretory protein Li 29,14q32,14,NC_000014.9,103519658,103522859,minus,8,123280
9606,Homo sapiens,1158,0,live,CKM,"CKMM, M-CK","creatine kinase, muscle",creatine kinase M chain|creatine kinase M-type,19q13.32,19,NC_000019.10,45306413,45323044,minus,8,123310
9606,Homo sapiens,1159,0,live,CKMT1B,"CKMT, CKMT1, UMTCK","creatine kinase, mitochondrial 1B","U-MtCK|acidic-type mitochondrial creatine kinase|creatine kinase U-type, mitochondrial|creatine kinase, mitochondrial 1 (ubiquitous)|mia-CK|ubiquitous mitochondrial creatine kinase",15q15,15,NC_000015.10,43593054,43599406,plus,10,123290
9606,Homo sapiens,1160,0,live,CKMT2,SMTCK,"creatine kinase, mitochondrial 2 (sarcomeric)","S-MtCK|basic-type mitochondrial creatine kinase|creatine kinase S-type, mitochondrial|mib-CK|sarcomeric mitochondrial creatine kinase",5q13.3,5,NC_000005.10,81232982,81266398,plus,11,123295
9606,Homo sapiens,1178,0,live,CLC,"GAL10, Gal-10, LGALS10, LGALS10A, LPPL_HUMAN",Charcot-Leyden crystal galectin,"Charcot-Leyden crystal protein|eosinophil lysophospholipase|galectin 10|galectin-10|lectin, galactoside-binding, soluble, 10|lysolecithin acylhydrolase",19q13.1,19,NC_000019.10,39731253,39738029,minus,5,153310
9606,Homo sapiens,1200,0,live,TPP1,"GIG1, CLN2, LPIC, SCAR7, TPP-1",tripeptidyl peptidase I,cell growth-inhibiting gene 1 protein|growth-inhibiting protein 1|lysosomal pepstatin insensitive protease|tripeptidyl aminopeptidase|tripeptidyl-peptidase 1,11p15,11,NC_000011.10,6612766,6619461,minus,13,607998
9606,Homo sapiens,1215,0,live,CMA1,"CYH, MCT1, chymase","chymase 1, mast cell","alpha-chymase|chymase|chymase 1 preproprotein transcript E|chymase 1 preproprotein transcript I|chymase, heart|chymase, mast cell|mast cell protease I",14q11.2,14,NC_000014.9,24505506,24508265,minus,5,118938
9606,Homo sapiens,1267,0,live,CNP,CNP1,"2',3'-cyclic nucleotide 3' phosphodiesterase","2', 3' cyclic nucleotide 3' phosphohydrolase|2',3'-cyclic-nucleotide 3'-phosphodiesterase|CNPase",17q21,17,NC_000017.11,41966741,41977740,plus,6,123830
9606,Homo sapiens,1312,0,live,COMT,HEL-S-98n,catechol-O-methyltransferase,catechol O-methyltransferase|epididymis secretory sperm binding protein Li 98n,22q11.21,22,NC_000022.11,19941740,19969975,plus,8,116790
9606,Homo sapiens,1327,0,live,COX4I1,"COX4, COX4-1, COXIV",cytochrome c oxidase subunit IV isoform 1,"COX IV-1|cytochrome c oxidase polypeptide IV|cytochrome c oxidase subunit 4 isoform 1, mitochondrial",16q24.1,16,NC_000016.10,85799567,85807002,plus,5,123864
9606,Homo sapiens,1329,0,live,COX5B,COXVB,cytochrome c oxidase subunit Vb,"cytochrome c oxidase polypeptide VB, mitochondrial|cytochrome c oxidase subunit 5B, mitochondrial",2q11.2,2,NC_000002.12,97646058,97648194,plus,4,123866
9606,Homo sapiens,1337,0,live,COX6A1,"COX6A, COX6AL",cytochrome c oxidase subunit VIa polypeptide 1,"COX VIa-L|cytochrome C oxidase subunit VIa homolog|cytochrome c oxidase polypeptide VIa-liver|cytochrome c oxidase subunit 6A1, mitochondrial|cytochrome c oxidase subunit VIA-liver",12q24.2,12,NC_000012.12,120438090,120440742,plus,3,602072
9606,Homo sapiens,1339,0,live,COX6A2,"COX6AH, COXVIAH",cytochrome c oxidase subunit VIa polypeptide 2,"COX VIa-M|cytochrome c oxidase polypeptide VIa-heart|cytochrome c oxidase subunit 6A2, mitochondrial|cytochrome c oxidase subunit VIA-muscle",16p11.12,16,NC_000016.10,31427731,31428428,minus,3,602009
9606,Homo sapiens,1340,0,live,COX6B1,"COX6B, COXG, COXVIb1",cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous),COX VIb-1|cytochrome c oxidase subunit 6B1,19q13.1,19,NC_000019.10,35648223,35658784,plus,4,124089
9606,Homo sapiens,1345,0,live,COX6C,,cytochrome c oxidase subunit VIc,cytochrome c oxidase polypeptide VIc|cytochrome c oxidase subunit 6C|cytochrome c oxidase subunit VIc preprotein,8q22.2,8,NC_000008.11,99877995,99894014,minus,4,124090
9606,Homo sapiens,1346,0,live,COX7A1,"COX7A, COX7AH, COX7AM",cytochrome c oxidase subunit VIIa polypeptide 1 (muscle),"cytochrome c oxidase subunit 7A1, mitochondrial|cytochrome c oxidase subunit VIIa heart/muscle isoform|cytochrome c oxidase subunit VIIa-H|cytochrome c oxidase subunit VIIa-M|cytochrome c oxidase subunit VIIa-heart|cytochrome c oxidase subunit VIIa-muscle",19q13.1,19,NC_000019.10,36150922,36152869,minus,4,123995
9606,Homo sapiens,1347,0,live,COX7A2,"COX7AL, COX7AL1, COXVIIAL, COXVIIa-L, VIIAL",cytochrome c oxidase subunit VIIa polypeptide 2 (liver),"cytochrome c oxidase polypeptide 7A2, mitochondrial|cytochrome c oxidase polypeptide VIIa-liver/heart|cytochrome c oxidase subunit 7A2, mitochondrial|cytochrome c oxidase subunit VIIa-L|cytochrome c oxidase subunit VIIa-liver/heart|cytochrome c oxidase subunit VIIaL|hepatic cytochrome-c oxidase chain VIIa",6q12,6,NC_000006.12,75237675,75243928,minus,4,123996
9606,Homo sapiens,1349,0,live,COX7B,APLCC,cytochrome c oxidase subunit VIIb,"cytochrome c oxidase polypeptide VIIb|cytochrome c oxidase subunit 7B, mitochondrial|cytochrome-c oxidase chain VIIb",Xq21.1,X,NC_000023.11,77899464,77905384,plus,3,300885
9606,Homo sapiens,1350,0,live,COX7C,,cytochrome c oxidase subunit VIIc,"cytochrome c oxidase polypeptide VIIc|cytochrome c oxidase subunit 7C, mitochondrial|cytochrome-c oxidase chain VIIc",5q14,5,NC_000005.10,86617967,86620766,plus,3,603774
9606,Homo sapiens,1351,0,live,COX8A,"COX, COX8, COX8-2, COX8L, VIII, VIII-L",cytochrome c oxidase subunit VIIIA (ubiquitous),"cytochrome c oxidase polypeptide VIII-liver/heart|cytochrome c oxidase subunit 8-2|cytochrome c oxidase subunit 8A (ubiquitous)|cytochrome c oxidase subunit 8A, mitochondrial|cytochrome c oxidase subunit VIII",11q12-q13,11,NC_000011.10,63974607,63976543,plus,2,123870
9606,Homo sapiens,1356,0,live,CP,CP-2,ceruloplasmin (ferroxidase),ceruloplasmin,3q23-q25,3,NC_000003.12,149162410,149222055,minus,23,117700
9606,Homo sapiens,1357,0,live,CPA1,CPA,carboxypeptidase A1 (pancreatic),carboxypeptidase A1|pancreatic carboxypeptidase A,7q32,7,NC_000007.14,130380449,130388108,plus,10,114850
9606,Homo sapiens,1358,0,live,CPA2,,carboxypeptidase A2 (pancreatic),carboxypeptidase A2,7q32,7,NC_000007.14,130266863,130289798,plus,11,600688
9606,Homo sapiens,1371,0,live,CPOX,"CPO, CPX, HCP",coproporphyrinogen oxidase,"COX|coprogen oxidase|coproporphyrinogen-III oxidase, mitochondrial|coproporphyrinogenase|oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",3q12,3,NC_000003.12,98577836,98593624,minus,8,612732
9606,Homo sapiens,1373,0,live,CPS1,"CPSASE1, PHN","carbamoyl-phosphate synthase 1, mitochondrial","carbamoyl-phosphate synthase [ammonia], mitochondrial|carbamoylphosphate synthetase I",2q35,2,NC_000002.12,210477682,210679107,plus,40,608307
9606,Homo sapiens,1374,0,live,CPT1A,"CPT1, CPT1-L, L-CPT1",carnitine palmitoyltransferase 1A (liver),"CPT I|CPTI-L|carnitine O-palmitoyltransferase 1, liver isoform|carnitine O-palmitoyltransferase I, liver isoform|carnitine palmitoyltransferase I, liver",11q13.2,11,NC_000011.10,68754620,68841931,minus,21,600528
9606,Homo sapiens,1375,0,live,CPT1B,"CPT1-M, CPT1M, CPTI, CPTI-M, M-CPT1, MCCPT1, MCPT1",carnitine palmitoyltransferase 1B (muscle),"carnitine O-palmitoyltransferase 1, muscle isoform|carnitine O-palmitoyltransferase I, mitochondrial muscle isoform|carnitine palmitoyltransferase I-like protein",22q13.33,22,NC_000022.11,50568861,50578667,minus,21,601987
9606,Homo sapiens,1376,0,live,CPT2,"CPT1, CPTASE, IIAE4",carnitine palmitoyltransferase 2,"CPT II|carnitine O-palmitoyltransferase 2, mitochondrial|carnitine palmitoyltransferase II",1p32,1,NC_000001.11,53196429,53214197,plus,5,600650
9606,Homo sapiens,1384,0,live,CRAT,"RP11-247A12.5, CAT1",carnitine O-acetyltransferase,CAT|carnitine acetylase|carnitine acetyltransferase,9q34.1,9,NC_000009.12,129094794,129110791,minus,18,600184
9606,Homo sapiens,1431,0,live,CS,,citrate synthase,"citrate (Si)-synthase|citrate synthase, mitochondrial",12q13.2,12,NC_000012.12,56271699,56300391,minus,11,118950
9606,Homo sapiens,1468,0,live,SLC25A10,DIC,"solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10",dicarboxylate ion carrier|mitochondrial dicarboxylate carrier,17q25.3,17,NC_000017.11,81712236,81721016,plus,12,606794
9606,Homo sapiens,1491,0,live,CTH,,cystathionase (cystathionine gamma-lyase),cystathionine gamma-lyase|cysteine desulfhydrase|cysteine-protein sulfhydrase|gamma-cystathionase|homoserine deaminase|homoserine dehydratase,1p31.1,1,NC_000001.11,70411218,70439851,plus,12,607657
9606,Homo sapiens,1503,0,live,CTPS1,CTPS,CTP synthase 1,CTP synthetase 1|UTP--ammonia ligase 1|cytidine 5'-triphosphate synthetase|cytidine 5-prime triphosphate synthetase,1p34.1,1,NC_000001.11,40979335,41012565,plus,22,123860
9606,Homo sapiens,1537,0,live,CYC1,"MC3DN6, UQCR4",cytochrome c-1,"complex III subunit 4|complex III subunit IV|cytochrome b-c1 complex subunit 4|cytochrome c1, heme protein, mitochondrial|ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit",8q24.3,8,NC_000008.11,144095035,144097527,plus,7,123980
9606,Homo sapiens,1543,0,live,CYP1A1,"AHH, AHRR, CP11, CYP1, P1-450, P450-C, P450DX","cytochrome P450, family 1, subfamily A, polypeptide 1","CYPIA1|aryl hydrocarbon hydroxylase|cytochrome P1-450, dioxin-inducible|cytochrome P450 1A1|cytochrome P450 form 6|cytochrome P450, subfamily I (aromatic compound-inducible), polypeptide 1|cytochrome P450-C|cytochrome P450-P1|flavoprotein-linked monooxygenase|xenobiotic monooxygenase",15q24.1,15,NC_000015.10,74719542,74725610,minus,7,108330
9606,Homo sapiens,1544,0,live,CYP1A2,"CP12, P3-450, P450(PA)","cytochrome P450, family 1, subfamily A, polypeptide 2","CYPIA2|P450 form 4|aryl hydrocarbon hydroxylase|cytochrome P(3)450|cytochrome P450 1A2|cytochrome P450 4|cytochrome P450, subfamily I (aromatic compound-inducible), polypeptide 2|cytochrome P450-P3|dioxin-inducible P3-450|flavoprotein-linked monooxygenase|microsomal monooxygenase|xenobiotic monooxygenase",15q24.1,15,NC_000015.10,74748843,74756600,plus,7,124060
9606,Homo sapiens,1545,0,live,CYP1B1,"CP1B, CYPIB1, GLC3A, P4501B1","cytochrome P450, family 1, subfamily B, polypeptide 1","aryl hydrocarbon hydroxylase|cytochrome P450 1B1|cytochrome P450, subfamily I (dioxin-inducible), polypeptide 1 (glaucoma 3, primary infantile)|flavoprotein-linked monooxygenase|microsomal monooxygenase|xenobiotic monooxygenase",2p22.2,2,NC_000002.12,38067603,38076181,minus,3,601771
9606,Homo sapiens,1548,0,live,CYP2A6,"CPA6, CYP2A, CYP2A3, CYPIIA6, P450C2A, P450PB","cytochrome P450, family 2, subfamily A, polypeptide 6","1,4-cineole 2-exo-monooxygenase|coumarin 7-hydroxylase|cytochrome P450 2A6|cytochrome P450 IIA3|cytochrome P450(I)|cytochrome P450, subfamily IIA (phenobarbital-inducible), polypeptide 6|flavoprotein-linked monooxygenase|xenobiotic monooxygenase",19q13.2,19,NC_000019.10,40843538,40850447,minus,9,122720
9606,Homo sapiens,1549,0,live,CYP2A7,"CPA7, CPAD, CYP2A, CYPIIA7, P450-IIA4","cytochrome P450, family 2, subfamily A, polypeptide 7","cytochrome P450 2A7|cytochrome P450 IIA4|cytochrome P450, subfamily IIA (phenobarbital-inducible), polypeptide 7|cytochrome P450IIA4",19q13.2,19,NC_000019.10,40875439,40882752,minus,9,608054
9606,Homo sapiens,1551,0,live,CYP3A7,"CP37, CYPIIIA7, P-450(HFL33), P-450111A7, P450-HFLA","cytochrome P450, family 3, subfamily A, polypeptide 7","aryl hydrocarbon hydroxylase|cytochrome P450 3A7|cytochrome P450, subfamily IIIA, polypeptide 7|cytochrome P450-HFLA|flavoprotein-linked monooxygenase|microsomal monooxygenase|xenobiotic monooxygenase",7q21-q22.1,7,NC_000007.14,99705037,99735196,minus,13,605340
9606,Homo sapiens,1553,0,live,CYP2A13,"CPAD, CYP2A, CYPIIA13","cytochrome P450, family 2, subfamily A, polypeptide 13","cytochrome P450 2A13|cytochrome P450, subfamily IIA (phenobarbital-inducible), polypeptide 13",19q13.2,19,NC_000019.10,41088451,41096195,plus,9,608055
9606,Homo sapiens,1555,0,live,CYP2B6,"CPB6, CYP2B, CYP2B7, CYP2B7P, CYPIIB6, EFVM, IIB1, P450","cytochrome P450, family 2, subfamily B, polypeptide 6","1,4-cineole 2-exo-monooxygenase|cytochrome P450 2B6|cytochrome P450 IIB1|cytochrome P450, subfamily IIB (phenobarbital-inducible), polypeptide 6",19q13.2,19,NC_000019.10,40991243,41018398,plus,10,123930
9606,Homo sapiens,1557,0,live,CYP2C19,"RP11-400G3.4, CPCJ, CYP2C, P450C2C, P450IIC19","cytochrome P450, family 2, subfamily C, polypeptide 19","(R)-limonene 6-monooxygenase|(S)-limonene 6-monooxygenase|(S)-limonene 7-monooxygenase|CYPIIC17|CYPIIC19|S-mephenytoin 4-hydroxylase|cytochrome P-450 II C|cytochrome P450 2C19|cytochrome P450, subfamily IIC (mephenytoin 4-hydroxylase), polypeptide 19|cytochrome P450-11A|cytochrome P450-254C|flavoprotein-linked monooxygenase|mephenytoin 4'-hydroxylase|mephenytoin 4-hydroxylase|microsomal monooxygenase|xenobiotic monooxygenase",10q24,10,NC_000010.11,94762706,94852914,plus,9,124020
9606,Homo sapiens,1558,0,live,CYP2C8,"CPC8, CYPIIC8, MP-12/MP-20","cytochrome P450, family 2, subfamily C, polypeptide 8","P450 form 1|cytochrome P450 2C8|cytochrome P450 IIC2|cytochrome P450 MP-12|cytochrome P450 MP-20|cytochrome P450 form 1|cytochrome P450, subfamily IIC (mephenytoin 4-hydroxylase), polypeptide 8|flavoprotein-linked monooxygenase|microsomal monooxygenase|s-mephenytoin 4-hydroxylase|xenobiotic monooxygenase",10q23.33,10,NC_000010.11,95036772,95069497,minus,10,601129
